iter	MultiClass
361	0.4725037558
362	0.4721071669
363	0.4717641144
364	0.4714093791
365	0.4712186595
366	0.4709130882
367	0.4705250557
368	0.4703138578
369	0.4701388728
370	0.4698157995
371	0.4696132797
372	0.4693321241
373	0.4691701164
374	0.4687837594
375	0.4686481382
376	0.4683077126
377	0.468098807
378	0.4678596989
379	0.4677452832
380	0.4675557496
381	0.4672587306
382	0.4670503247
383	0.4668378248
384	0.466649427
385	0.466320068
386	0.4658655138
387	0.4656086623
388	0.4653541912
389	0.4650775225
390	0.4648439838
391	0.4645189791
392	0.4642032814
393	0.4640301583
394	0.4637139533
395	0.463293301
396	0.4629496565
397	0.4626785986
398	0.4624115951
399	0.462204839
400	0.4618656426
401	0.4615902286
402	0.4612105042
403	0.4609613895
404	0.4607099404
405	0.4605528004
406	0.4603650312
407	0.4601560573
408	0.4600131943
409	0.4597478035
410	0.4594796791
411	0.4592069321
412	0.458971174
413	0.4586649467
414	0.4584118289
415	0.4580916308
416	0.4579031021
417	0.4576805834
418	0.4574269178
419	0.4571676179
420	0.4570021139
421	0.4568029343
422	0.4564905902
423	0.4561904282
424	0.4559884762
425	0.4556437368
426	0.4553495257
427	0.4550917065
428	0.4548061395
429	0.4544469201
430	0.4541222721
431	0.4539143286
432	0.4536943648
433	0.453314166
434	0.4530908946
435	0.4527819616
436	0.4525017208
437	0.4523216303
438	0.452090511
439	0.4518284173
440	0.4517155491
441	0.4514248675
442	0.4511332465
443	0.4508117602
444	0.4506747908
445	0.4504006076
446	0.4500434839
447	0.4497833696
448	0.4495415159
449	0.4493431431
450	0.4491024068
451	0.4490316631
452	0.4487297758
453	0.4485385372
454	0.4483626737
455	0.4481569678
456	0.4479488052
457	0.4477876205
458	0.4475275214
459	0.4473906943
460	0.4471402081
461	0.4469259857
462	0.4467073471
463	0.4463988829
464	0.4460815633
465	0.4459534984
466	0.4456196764
467	0.4453134054
468	0.4451646157
469	0.4450570716
470	0.4448467262
471	0.4445677367
472	0.4443393579
473	0.4440620454
474	0.4437807225
475	0.4434992428
476	0.4433066786
477	0.4430924936
478	0.4429130448
479	0.4427289738
480	0.4425662161
481	0.4424098348
482	0.4422365644
483	0.4420676316
484	0.4418339472
485	0.4416844401
486	0.4413681653
487	0.4409307459
488	0.4407111025
489	0.440422918
490	0.4401741612
491	0.4399234578
492	0.4398007847
493	0.4395108639
494	0.4392974599
495	0.4391454694
496	0.4389851778
497	0.438800584
498	0.4385494287
499	0.4384288241
500	0.4382420212
501	0.4380794806
502	0.4377125641
503	0.4373874584
504	0.4370656131
505	0.4368718613
506	0.4365884203
507	0.4364642459
508	0.4362011325
509	0.4359992145
510	0.4357763934
511	0.435595861
512	0.4353966355
513	0.4351852941
514	0.4349821326
515	0.434696082
516	0.4344012639
517	0.434230027
518	0.4341415461
519	0.4339309183
520	0.4337699734
521	0.433453726
522	0.433151933
523	0.4327771689
524	0.432605819
525	0.432427447
526	0.4321682593
527	0.4320051555
528	0.4317798578
529	0.4314777111
530	0.4313663896
531	0.4310142809
532	0.4309010964
533	0.4306346806
534	0.4304183238
535	0.4301570969
536	0.4300171802
537	0.4298533953
538	0.4296518453
539	0.4294111313
540	0.4292109039
541	0.4290862678
542	0.4288588479
543	0.4286374086
544	0.428507826
545	0.4283127049
546	0.4280447335
547	0.4278062137
548	0.4273752749
549	0.4272015576
550	0.4270151325
551	0.4267412535
552	0.4265683814
553	0.4264835407
554	0.4262280871
555	0.4260194839
556	0.425851105
557	0.4256794536
558	0.4254572158
559	0.4253265229
560	0.425113429
561	0.4249457278
562	0.4248499977
563	0.4247387255
564	0.4244676341
565	0.4242714377
566	0.4241149636
567	0.4239273072
568	0.4235861314
569	0.4233574548
570	0.4230972417
571	0.4228981055
572	0.422767979
573	0.4226731285
574	0.4224734809
575	0.4222529732
576	0.4219494236
577	0.4217566955
578	0.4214596897
579	0.4212056474
580	0.4210256016
581	0.4207710384
582	0.4205491806
583	0.4203443726
584	0.4201796018
585	0.4199714858
586	0.419643943
587	0.4193819836
588	0.4191708876
589	0.4190241329
590	0.4188296934
591	0.4186921338
592	0.4184452644
593	0.4181625793
594	0.4180232247
595	0.4179549006
596	0.417819911
597	0.4176195477
598	0.417397385
599	0.4172373565
600	0.4170548466
601	0.4168301438
602	0.4166870476
603	0.4165029439
604	0.4163634405
605	0.4161726873
606	0.415983201
607	0.4157589029
608	0.4155612178
609	0.4153267812
610	0.4152030321
611	0.4150639506
612	0.4148464378
613	0.4145989225
614	0.414458842
615	0.4143154331
616	0.4140746589
617	0.4138012655
618	0.4136246851
619	0.413385701
620	0.4131986068
621	0.413045107
622	0.4129282578
623	0.4126815125
624	0.4124146519
625	0.4120799716
626	0.4118769063
627	0.4116147573
628	0.4114198213
629	0.4111189274
630	0.4110212375
631	0.4107863658
632	0.4105790807
633	0.4104070633
634	0.4101902136
635	0.4100269321
636	0.4096972695
637	0.409577131
638	0.409393424
639	0.4092033031
640	0.4090351998
641	0.4088872108
642	0.4086862418
643	0.4085204809
644	0.4082992834
645	0.4080965128
646	0.4079537799
647	0.4077160909
648	0.4075542192
649	0.4073786538
650	0.4072557289
651	0.4070964202
652	0.4068856572
653	0.4066680442
654	0.4064966973
655	0.4062391081
656	0.4061187731
657	0.4059453121
658	0.4057482544
659	0.4054419312
660	0.4053235992
661	0.4050391653
662	0.404847652
663	0.4046813854
664	0.4045716421
665	0.4043395084
666	0.4041667561
667	0.4039978424
668	0.4037458755
669	0.403530542
670	0.403353217
671	0.4032024017
672	0.403005465
673	0.4027879356
674	0.4026663861
675	0.4024232633
676	0.4022842133
677	0.4021088922
678	0.4018637126
679	0.4017537727
680	0.4015443658
681	0.401417823
682	0.4012871047
683	0.4010309599
684	0.4007729173
685	0.4005444127
686	0.4004730495
687	0.4003380544
688	0.4001495594
689	0.4000099106
690	0.3997790006
691	0.3996724551
692	0.3994468843
693	0.3992823065
694	0.3990931078
695	0.3989334548
696	0.3987922504
697	0.39859198
698	0.3983774042
699	0.3981522117
700	0.3979434271
701	0.3977309549
702	0.3975829895
703	0.3973144566
704	0.3971233314
705	0.3969852087
706	0.3968620679
707	0.3966331496
708	0.3964131906
709	0.3963096002
710	0.3960428578
711	0.3957723401
712	0.3957106269
713	0.3955446452
714	0.3952639483
715	0.3951340803
716	0.3949977167
717	0.3947232157
718	0.3944744528
719	0.3943579652
720	0.3942575127
721	0.394090642
722	0.3939448061
723	0.393807817
724	0.3936587164
725	0.3934227443
726	0.3932723199
727	0.3931432889
728	0.3928888377
729	0.3926324884
730	0.3924085405
731	0.392202505
732	0.392029188
733	0.3919073208
734	0.3916946481
735	0.3916186046
736	0.3914106849
737	0.3911627972
738	0.3910354377
739	0.3908405736
740	0.3906211024
741	0.3905065417
742	0.3902856838
743	0.3900765153
744	0.3898217938
745	0.3896638857
746	0.3894867738
747	0.3892556636
748	0.3890717459
749	0.3889072058
750	0.3888146887
751	0.3886667367
752	0.3884246936
753	0.3882591361
754	0.3880283946
755	0.3878488011
756	0.3876550362
757	0.3874235249
758	0.3873077298
759	0.3871602441
760	0.3869840279
761	0.3867939845
762	0.3866204418
763	0.3864926205
764	0.386401109
765	0.3862609712
766	0.3861283448
767	0.385935445
768	0.3857813667
769	0.3855362205
770	0.3854107073
771	0.3853041588
772	0.3850636088
773	0.384891101
774	0.3847633941
775	0.384636063
776	0.3845347334
777	0.3843209761
778	0.3841931429
779	0.3840727823
780	0.3838751574
781	0.3836967064
782	0.3835379732
783	0.3833685016
784	0.3832890075
785	0.3831429984
786	0.3830535178
787	0.3828878675
788	0.3826710497
789	0.3824412114
790	0.3821590503
791	0.3819657554
792	0.3817840693
793	0.3816213809
794	0.3815020954
795	0.3813220456
796	0.3811274535
797	0.3809496109
798	0.3808277401
799	0.3806507134
800	0.3805840092
801	0.3803984651
802	0.3802534675
803	0.3801098704
804	0.3799261788
805	0.3797351724
806	0.3796374262
807	0.379318585
808	0.3791856211
809	0.3789380661
810	0.3788538789
811	0.3787794068
812	0.3785909114
813	0.3783510315
814	0.3781606269
815	0.3779886783
816	0.3777964557
817	0.3776200104
818	0.377448078
819	0.3773254543
820	0.3772516257
821	0.3770940721
822	0.3768157126
823	0.3766920506
824	0.37657774
825	0.3763976965
826	0.3761645837
827	0.3759340464
828	0.3756592908
829	0.3755750369
830	0.3754196547
831	0.3752649591
832	0.3751239079
833	0.3749260038
834	0.3747548352
835	0.3746200805
836	0.3744770825
837	0.3743894192
838	0.3741811297
839	0.3740953164
840	0.3738661802
841	0.3736916096
842	0.3735197477
843	0.373358917
844	0.3732367643
845	0.3731407013
846	0.37297755
847	0.3728331722
848	0.372648654
849	0.372566807
850	0.3723810329
851	0.3721404559
852	0.371982973
853	0.3718121291
854	0.3716925709
855	0.3714820141
856	0.3713294945
857	0.3710473592
858	0.3709499717
859	0.3707538025
860	0.370584242
861	0.370444484
862	0.3703239804
863	0.3701202193
864	0.3699925525
865	0.3698952917
866	0.3697825718
867	0.3696234118
868	0.3694667828
869	0.3692528604
870	0.3691023152
871	0.368905697
872	0.368832151
873	0.3686640638
874	0.3685475152
875	0.368432789
876	0.3683331351
877	0.3680737494
878	0.3679951046
879	0.3678885479
880	0.3677795612
881	0.367643997
882	0.3674943086
883	0.3673442326
884	0.3672337865
885	0.3671294433
886	0.367014063
887	0.3668955539
888	0.3666478797
889	0.3665193066
890	0.3663456636
891	0.3661828577
892	0.3660106484
893	0.3658784367
894	0.3657546678
895	0.3656150896
896	0.3654073629
897	0.3652550109
898	0.3651010493
899	0.3649186396
900	0.3647895954
901	0.3646547613
902	0.3645017996
903	0.3643817958
904	0.3641259269
905	0.3639847762
906	0.3639011316
907	0.3638128528
908	0.3635587632
909	0.3634541778
910	0.363301809
911	0.3631243315
912	0.3629213026
913	0.3628507894
914	0.3627025554
915	0.3625664824
916	0.3624155571
917	0.3623497893
918	0.3621685286
919	0.3620079003
920	0.3618557362
921	0.3617245504
922	0.3615687266
923	0.3614487759
924	0.3613034
925	0.3610466536
926	0.3609687191
927	0.3608193055
928	0.3606592178
929	0.3605435613
930	0.3603712858
931	0.360242581
932	0.3600678544
933	0.359946516
934	0.3598240249
935	0.359637139
936	0.3594732169
937	0.35923341
938	0.3590696971
939	0.3589691298
940	0.3588143016
941	0.3587100613
942	0.3586301781
943	0.3584820425
944	0.3583887027
945	0.358214187
946	0.3580625361
947	0.3578464714
948	0.3576902503
949	0.3576002403
950	0.3575133961
951	0.357400088
952	0.3572792101
953	0.3570865953
954	0.3569792926
955	0.3568935045
956	0.3567399673
957	0.3566517212
958	0.356510505
959	0.3562665951
960	0.3561744922
961	0.3560142946
962	0.3558387231
963	0.3556022239
964	0.355495001
965	0.3554138905
966	0.3552652214
967	0.3551914933
968	0.3550893276
969	0.3549363779
970	0.3547688746
971	0.3546543363
972	0.354514809
973	0.3544484153
974	0.3543123311
975	0.3541363822
976	0.3540323443
977	0.3538472709
978	0.3535985486
979	0.3534551071
980	0.3533250846
981	0.3531667213
982	0.3529613669
983	0.3527342129
984	0.3526091958
985	0.3524380213
986	0.3523697549
987	0.3522500148
988	0.3521234369
989	0.3520342299
990	0.3518395892
991	0.3517447261
992	0.3516143617
993	0.3514926122
994	0.3512948009
995	0.3511825958
996	0.3511089735
997	0.3509289804
998	0.3507933435
999	0.3506056427
